pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
622856,Contract price,,,4,2020,130,130,for_sale,private_house,House,Grigoleti,,,,Newly renovated,6,5,3,3,,new building
847706,3200,lari,month,4,2020,75,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Newly renovated,2,,1,,1,
845330,2151,lari,month,4,2020,55,,for_rent,commercial_estate,Retail real estate,Tbilisi,Didube-Chugureti,Chugureti,Agmashenebeli ave.,W/o renovation,3,,1,,1,old building
843162,1908,lari,month,4,2020,120,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Barnovi st.,Newly renovated,3,2,2,1,3,new building
849489,30167,lari,,4,2020,,658,for_sale,land,Land,Akhaldaba,,,,,,,,,,
860960,95170,lari,,4,2020,37,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Renovated,1,1,1,1,8,old building
882105,308200,lari,,4,2020,115,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,Newly renovated,4,3,1,2,2,new building
872584,152,lari,day,4,2020,,,for_lease_one,private_house,House,Tbilisi,Old Tbilisi,Vera,Gogebashvili st,Newly renovated,3,2,2,1,,
890452,8038,lari,month,4,2020,100,,for_rent,commercial_estate,Office,Tbilisi,Old Tbilisi,Mtatsminda,Purtseladze st.,Newly renovated,5,,2,1,2,old building
983116,1196,lari,month,4,2020,120,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,Newly renovated,3,2,1,2,4,new building
980611,119,lari,day,4,2020,,,for_lease_one,flat,Apartments,Tbilisi,Old Tbilisi,Mtatsminda,Baratashvili st.,Newly renovated,2,1,1,1,2,old building
980602,1100,lari,month,4,2020,110,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Sololaki,Iashvili st.,Renovated,4,3,1,1,2,old building
974418,2659,lari,month,4,2020,150,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,S. Chiaureli st.,Newly renovated,4,3,2,2,7,new building
975065,302555,lari,,4,2020,100,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Shrosha st.,Newly renovated,3,2,2,1,3,new building
970912,1351,lari,month,4,2020,140,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Agladze st.,Newly renovated,3,2,2,2,9,new building
1027903,1207,lari,month,4,2020,75,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,3,2,1,1,5,new building
1027263,80583,lari,,4,2020,,800,for_sale,land,Land,Tbilisi,Vake-Saburtalo,Digomi village,,,,,,,,
1025567,2687,lari,month,4,2020,106,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Vake,Arakishvili st.,Newly renovated,,,2,,,
1022298,825000,lari,,4,2020,190,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Paliashvili st.,Newly renovated,3,2,2,3,3,new building
1021047,3989,lari,month,4,2020,128,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Newly renovated,4,3,2,2,8,new building
1017836,2119840,lari,,4,2020,,4000,for_sale,land,Land,Gudauri,,,,,,,,,,
1017834,234454,lari,,4,2020,224,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Krtsanisi,,Black Frame,5,3,2,2,9,new building
1011134,1718,lari,month,4,2020,60,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,S.Tsintsadze st.,Newly renovated,2,1,1,1,12,new building
1011279,1300,lari,month,4,2020,120,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Nutsubidze plateau,,Newly renovated,4,3,2,2,8,new building
1007779,614498,lari,,4,2020,,1232,for_sale,land,Land,Tbilisi,Vake-Saburtalo,Digomi 7,,,,,,,,
1058072,1112,lari,month,4,2020,60,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Paliashvili st.,Newly renovated,2,1,1,1,4,old building
1056206,2197,lari,month,4,2020,52,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Saburtalo,Tamarashvili st.,Newly renovated,1,,1,,1,new building
1010124,1056,lari,month,4,2020,65,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,T.Tabidze st.,Newly renovated,2,1,1,,2,old building
1073043,124839,lari,,4,2020,,650,for_sale,land,Land,Tbilisi,Vake-Saburtalo,Didi digomi,,,,,,,,
1138235,Contract price,,,4,2020,100,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,S.Chikovani st.,Newly renovated,4,2,2,2,5,new building
1138232,700,lari,month,4,2020,52,,for_rent,flat,Apartments,Tbilisi,Isani-Samgori,Isani,,Newly renovated,2,1,1,1,19,new building
1134338,99231,lari,,4,2020,42,,for_sale,flat,Apartments,Batumi,,,,Newly renovated,2,1,1,,3,
1138218,147000,lari,,4,2020,60,,for_sale,flat,Apartments,Batumi,,,Sheriff Khimshiashvili st.,Black Frame,3,2,1,1,6,under construction
