pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
558946,58704,lari,,8,2020,,1500,for_sale,land,Land,Mtskheta,,,,,,,,,,
632118,1537,lari,month,8,2020,110,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Tskhvedadze st.,Newly renovated,3,2,1,,3,old building
718543,2306,lari,month,8,2020,70,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Vake,Gabashvili st.,Renovated,1,,1,,1,
880077,Contract price,,,8,2020,230,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Avlabari,Metekhi st.,Under renovation,7,4,3,5,3,new building
924808,151676,lari,,8,2020,43,,for_sale,commercial_estate,Retail real estate,Tbilisi,Isani-Samgori,Isani,,Renovated,1,,1,,1,
1121265,343550,lari,,8,2020,88,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,2,1,1,3,12,new building
1143238,770,lari,month,8,2020,41,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Digomi,,Newly renovated,2,1,1,1,4,new building
1142924,30,lari,day,8,2020,,,for_lease_one,flat,Apartments,Borjomi,,,,Renovated,3,2,1,,2,
561558,16320,lari,month,8,2020,600,300,for_rent,private_house,House,Tbilisi,Old Tbilisi,Krtsanisi,Gorgasali st.,Newly renovated,6,5,5,5,,new building
644129,4896,lari,month,8,2020,150,300,for_rent,private_house,House,Tbilisi,Old Tbilisi,Vera,R. Djafaridze st.,Newly renovated,5,3,2,2,,new building
917182,6123,lari,month,8,2020,240,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Newly renovated,4,,4,,1,new building
1050885,1096,lari,month,8,2020,60,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Tsagareli st.,Newly renovated,2,1,1,1,9,new building
1102226,1076,lari,month,8,2020,110,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,S.Tsintsadze st.,Newly renovated,4,2,1,2,4,old building
248067,2459,lari,month,8,2020,87,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Chugureti,Chubinashvili st.,Newly renovated,3,2,1,1,5,new building
252262,7070,lari,month,8,2020,175,,for_rent,flat,Apartments,Tbilisi,Isani-Samgori,Ortachala,,Eurostandard,4,3,2,3,7,new building
258234,1691,lari,month,8,2020,60,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,N.Nikoladze st.,Newly renovated,2,1,1,,2,
252357,9222,lari,month,8,2020,420,140,for_rent,private_house,House,Tbilisi,Isani-Samgori,Isani,,Newly renovated,8,4,3,4,,new building
259582,2306,lari,month,8,2020,140,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Tevdore mgvdeli st.,Newly renovated,4,2,1,,2,old building
259110,6148,lari,month,8,2020,200,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Belinski st.,Newly renovated,5,4,2,,1,
259418,4918,lari,month,8,2020,220,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Bakhtrioni st.,Newly renovated,5,3,1,3,2,
256482,3074,lari,month,8,2020,75,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Janashia st.,Newly renovated,2,1,1,1,3,new building
256493,3996,lari,month,8,2020,94,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Petriashvili st.,Newly renovated,2,1,1,1,5,
256498,2152,lari,month,8,2020,55,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Kostava st.,Newly renovated,2,1,1,1,4,new building
258467,1537,lari,month,8,2020,87,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Didi digomi,,Newly renovated,3,2,1,1,3,new building
259132,12911,lari,month,8,2020,320,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Arakishvili st.,Newly renovated,8,5,4,2,2,
271798,1076,lari,month,8,2020,35,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Tashkenti st.,Newly renovated,15,1,1,,5,
262478,6148,lari,month,8,2020,162,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,T.Tabidze st.,Newly renovated,3,2,2,3,5,new building
262822,2767,lari,month,8,2020,140,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Newly renovated,3,1,1,2,3,new building
263424,2767,lari,month,8,2020,110,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Newly renovated,3,2,1,3,6,new building
262891,2767,lari,month,8,2020,155,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Newly renovated,4,3,2,1,5,old building
304446,2613,lari,month,8,2020,94,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,V.Chikovani st.,Newly renovated,3,2,1,2,11,new building
303001,5226,lari,month,8,2020,130,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,T.Tabidze st.,Newly renovated,3,2,2,2,2,
329770,1230,lari,month,8,2020,38,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Khvichia st.,Newly renovated,1,1,1,,6,
319010,1300,lari,month,8,2020,180,,for_rent,commercial_estate,Office,Tbilisi,Didube-Chugureti,Didube,Mirtskhulava st.,Newly renovated,5,,2,,1,
317812,1691,lari,month,8,2020,71,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Saburtalo st.,Newly renovated,2,1,1,,6,old building
