pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
487716,65000,dollar,,10,2015,74,,for_sale,flat,Tbilisi,Didube-Chugureti,Didube,Tskaltubo st.,Renovated,3,2,1,1,1,old building
487712,Contract price,,,10,2015,45,,for_sale,flat,Rustavi,,,,Old renovated,1,1,2,1,2,
388472,76000,dollar,,10,2015,79,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Tsagareli st.,White Frame,3,2,1,1,2,new building
487704,68800,dollar,,10,2015,86,,for_sale,flat,Tbilisi,Didube-Chugureti,Didube,A.Tsereteli ave.,Partially white frame,4,3,2,1,9,new building
487695,29000,dollar,,10,2015,29,,for_sale,commercial_estate,Tbilisi,Didube-Chugureti,Digomi,Beliashvili st.,Newly renovated,2,,1,,,new building
487688,13220,dollar,,10,2015,,661,for_sale,land,Mtskheta,,,,,,,,,,
487684,60000,dollar,,10,2015,100,3500,for_sale,private_house,Mtskheta,,,,W/o renovation,5,3,2,,,old building
487677,48000,dollar,,10,2015,51,,for_sale,commercial_estate,Tbilisi,Didube-Chugureti,Digomi,Beliashvili st.,Newly renovated,3,,1,,,new building
485074,110000,dollar,,10,2015,130,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,I.Abashidze st.,Newly renovated,4,3,2,,4,old building
485462,42000,dollar,,10,2015,65,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Pekini st.,Newly renovated,2,1,1,,1,old building
487670,28000,dollar,,10,2015,57,,for_sale,flat,Tbilisi,Isani-Samgori,Varketili,,Eurostandard,15,1,1,1,9,old building
487644,450,dollar,month,10,2015,56,,for_rent,flat,Batumi,,,,Newly renovated,3,2,1,,4,new building
487636,190000,dollar,,10,2015,172,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,Eurostandard,4,3,2,1,6,new building
375946,48000,dollar,,10,2015,60,,for_sale,flat,Tbilisi,Didube-Chugureti,Chugureti,Sundukiani st.,Newly renovated,3,2,2,,1,old building
487629,39200,dollar,,10,2015,,1400,for_sale,land,Tbilisi,Vake-Saburtalo,Didi digomi,,,,,,,,
