pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
139393,2306,lari,month,12,2017,140,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Vake,I.Abashidze st.,Newly renovated,,,2,,,old building
475292,1102,lari,month,12,2017,70,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,A.Tsereteli ave.,Newly renovated,3,2,1,1,6,old building
473014,769,lari,month,12,2017,40,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,A.Tsereteli ave.,Eurostandard,1,1,1,1,5,old building
470987,753,lari,month,12,2017,40,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Dolidze st.,Newly renovated,1,1,1,,2,old building
470969,1153,lari,month,12,2017,67,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,,Newly renovated,3,2,1,1,5,new building
470932,1793,lari,month,12,2017,97,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,,Newly renovated,2,1,1,1,3,new building
470927,1665,lari,month,12,2017,150,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Evdoshvili st.,Newly renovated,4,3,2,2,9,new building
463554,1793,lari,month,12,2017,64,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Avlabari,Ketevan Tsamebuli ave.,Newly renovated,2,1,1,1,3,new building
217770,3074,lari,month,12,2017,140,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Didi digomi,,Newly renovated,4,3,2,2,8,new building
218438,2562,lari,month,12,2017,107,,for_rent,commercial_estate,Office,Tbilisi,Old Tbilisi,Vera,Janashia st.,Renovated,4,,1,1,,new building
218568,7686,lari,month,12,2017,300,800,for_rent,private_house,House,Tbilisi,Didgori,Oqrokana,,Newly renovated,5,4,2,3,,new building
218892,640572,lari,,12,2017,500,,for_sale,commercial_estate,Retail real estate,Ureki,,,,White Frame,,,,,,new building
218900,127190,lari,,12,2017,58,,for_sale,flat,Apartments,Ureki,,,,White Frame,2,1,1,1,3,new building
218954,101991,lari,,12,2017,101,,for_sale,flat,Apartments,Tbilisi,Isani-Samgori,Varketili,,Old renovated,3,2,1,1,6,old building
219086,25620,lari,month,12,2017,300,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Newly renovated,,,2,,,
219099,3331,lari,month,12,2017,150,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Chugureti,Kargareteli st.,Newly renovated,4,3,2,4,4,new building
218376,794307,lari,,12,2017,170,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,Newly renovated,5,4,2,4,8,new building
216882,120427,lari,,12,2017,95,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Gldani,Kerchi st.,Old renovated,4,3,1,,1,old building
217825,1200,lari,month,12,2017,47,,for_rent,commercial_estate,Retail real estate,Tbilisi,Gldani-Nadzaladevi,Sanzona,Guramishvili avenue,Under renovation,,,,,,
217852,2562,lari,month,12,2017,110,,for_rent,commercial_estate,Retail real estate,Tbilisi,Gldani-Nadzaladevi,Sanzona,Guramishvili avenue,Renovated,,,,,,
218059,171672,lari,,12,2017,79,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,Renovated,1,1,1,,12,old building
141546,3074,lari,month,12,2017,75,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Gunia st.,Renovated,3,2,1,1,3,new building
142331,29591,lari,,12,2017,,770,for_sale,land,Land,Mtskheta,,,,,,,,,,
216547,158862,lari,,12,2017,90,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Gldani,,Newly renovated,3,2,1,2,6,old building
134447,2719,lari,month,12,2017,130,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Eurostandard,3,2,2,2,6,new building
143515,3331,lari,month,12,2017,135,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Bulachauri st.,Eurostandard,4,3,2,2,3,new building
143547,769,lari,month,12,2017,74,,for_rent,commercial_estate,Tbilisi,Tbilisi,Old Tbilisi,Sololaki,,Old renovated,2,,1,,,old building
143736,130677,lari,,12,2017,74,,for_sale,commercial_estate,Retail real estate,Tbilisi,Old Tbilisi,Sololaki,,Old renovated,2,,1,,,old building
133574,128,lari,day,12,2017,,,for_lease_one,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Zandukeli st.,Renovated,3,2,1,1,1,old building
134454,489474,lari,,12,2017,130,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Eurostandard,3,2,2,2,6,new building
128514,100000,lari,,12,2017,,250000,for_sale,land,Land,Dedoplistskaro,,,,,,,,,,
136011,114022,lari,,12,2017,100,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Mukhiani,,Old renovated,5,4,1,3,9,old building
482394,195142,lari,,12,2017,95,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Shatberashvili st.,Black Frame,3,2,1,1,4,new building
482086,217796,lari,,12,2017,85,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Krtsanisi,Krtsanisi str.,Newly renovated,2,1,1,1,11,new building
218427,1793,lari,month,12,2017,95,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Shavishvili st.,Newly renovated,2,1,1,2,6,new building
383853,158862,lari,,12,2017,76,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Bochorishvili st.,Newly renovated,2,1,1,1,2,new building
478820,1153,lari,month,12,2017,55,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Avlabari,Ketevan Tsamebuli ave.,Newly renovated,2,1,1,1,2,new building
139385,1665,lari,month,12,2017,66,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,Eurostandard,2,1,1,1,2,new building
140156,4355,lari,month,12,2017,125,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,Eurostandard,4,3,2,2,1,new building
147970,3074,lari,month,12,2017,125,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Berbuki st.,Newly renovated,4,3,2,1,3,new building
