pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
368655,70,lari,day,3,2019,,,for_lease_one,flat,Apartments,Bakuriani,,,,Eurostandard,1,1,1,2,2,new building
685265,1212,lari,month,3,2019,65,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Digomi,Lubliani st.,Newly renovated,3,2,1,1,4,new building
697232,1150,lari,month,3,2019,86,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Eurostandard,2,1,1,2,12,new building
772305,175110,lari,,3,2019,300,400,for_sale,private_house,House,Kutaisi,,,,Partially white frame,12,4,2,4,,new building
783640,188580,lari,,3,2019,120,180,for_sale,private_house,House,Tbilisi,Gldani-Nadzaladevi,Lotkini,,Newly renovated,3,1,2,1,,new building
898200,151511,lari,,3,2019,50,,for_sale,commercial_estate,Retail real estate,Batumi,,,,Under renovation,1,,1,,1,old building
898192,151511,lari,,3,2019,50,,for_sale,flat,Apartments,Batumi,,,,Under renovation,2,1,1,,1,old building
888844,60,lari,day,3,2019,,,for_lease_one,commercial_estate,Hotel,Bakuriani,,,,Newly renovated,2,1,1,,,new building
829760,15,lari,day,3,2019,,,for_lease_one,private_house,House,Bakuriani,,,,Newly renovated,15,10,8,1,,new building
910824,Contract price,,,3,2019,,,for_lease_one,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,1,1,3,new building
885716,Contract price,,,3,2019,168,300,for_sale,private_house,House,Tbilisi,Vake-Saburtalo,Saburtalo,S.Tsintsadze st.,Renovated,6,3,3,3,,new building
962190,Contract price,,,3,2019,550,1700,for_sale,private_house,House,Ureki,,,,Renovated,15,12,4,2,,old building
960550,70044,lari,,3,2019,58,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,,,Black Frame,2,2,1,,6,new building
959953,205000,lari,,3,2019,90,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Old renovated,2,1,1,2,5,old building
984173,168106,lari,,3,2019,78,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Delisi st.,Black Frame,3,2,1,,2,new building
984174,221986,lari,,3,2019,103,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Delisi st.,Black Frame,3,2,2,,3,new building
976977,215520,lari,,3,2019,180,945,for_sale,private_house,House,Zugdidi,,,,Renovated,11,2,2,1,,old building
969869,1024,lari,month,3,2019,75,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Khvichia st.,Newly renovated,3,2,1,1,5,old building
974892,Contract price,,,3,2019,113,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Renovated,3,2,2,,6,old building
972914,Contract price,,,3,2019,,2300,for_sale,land,Land,Dusheti,,,,,,,,,,
972913,Contract price,,,3,2019,,5000,for_sale,land,Land,Dusheti,,,,,,,,,,
972911,Contract price,,,3,2019,,600,for_sale,land,Land,Bazaleti,,,,,,,,,,
958330,800,lari,month,3,2019,53,,for_rent,commercial_estate,Industrial real estate,Tbilisi,Vake-Saburtalo,Vake,Kipshidze st.,W/o renovation,,,,,,old building
1016442,94290,lari,,3,2019,,1886,for_sale,land,Land,Sagarejo,,,,,,,,,,
1016359,Contract price,,,3,2019,48,,for_lease,flat,Apartments,Tbilisi,Vake-Saburtalo,Didi digomi,D. Tavdadebuli st.,Newly renovated,3,2,1,1,2,new building
1016328,350000,lari,,3,2019,250,250,for_sale,summer_house,Summer Cottage,Ureki,,,,Old renovated,10,9,6,4,,old building
1016277,53880,lari,,3,2019,38,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Temqa,,,1,1,1,1,8,old building
1016275,35000,lari,,3,2019,,3500,for_sale,land,Land,Ureki,,,,,,,,,,
1016272,91000,lari,,3,2019,126,100,for_sale,private_house,House,Kutaisi,,,,Newly renovated,5,3,1,,,old building
1016273,51186,lari,,3,2019,48,,for_sale,flat,Apartments,Batumi,,,Mikhail Lermontov st.,Under renovation,2,1,1,1,10,new building
1016256,2500,lari,month,3,2019,98,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Vera,S. Chiaureli st.,Newly renovated,4,2,2,,1,old building
1016423,Contract price,,,3,2019,72,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Sololaki,Amagleba st.,Newly renovated,3,2,2,1,2,new building
972569,79500,lari,,3,2019,50,,for_sale,flat,Apartments,Batumi,,,,Eurostandard,2,1,2,1,10,new building
972566,105000,lari,,3,2019,102,,for_sale,flat,Apartments,Batumi,,,,Old renovated,5,3,2,2,3,old building
945803,36719,lari,,3,2019,29,,for_sale,flat,Apartments,Batumi,,,Yusuf Kobaladze st.,White Frame,1,1,1,1,8,under construction
977294,31050,lari,,3,2019,27,,for_sale,flat,Apartments,Batumi,,,,White Frame,1,1,1,1,7,under construction
945807,147092,lari,,3,2019,78,,for_sale,flat,Apartments,Batumi,,,Stephen Zubalashvili st.,Partially white frame,3,2,2,2,5,
977302,69000,lari,,3,2019,60,,for_sale,flat,Apartments,Batumi,,,,White Frame,3,2,1,1,9,under construction
977306,111000,lari,,3,2019,30,,for_sale,flat,Apartments,Batumi,,,,White Frame,1,1,1,1,24,under construction
947371,94964,lari,,3,2019,47,,for_sale,flat,Apartments,Batumi,,,,White Frame,2,1,2,1,5,
947372,48492,lari,,3,2019,9,,for_sale,commercial_estate,Retail real estate,Batumi,,,,Eurostandard,1,,1,,2,new building
947373,80820,lari,,3,2019,61,,for_sale,flat,Apartments,Batumi,,,,Black Frame,3,2,2,1,8,
947379,242460,lari,,3,2019,155,,for_sale,flat,Apartments,Batumi,,,,Partially white frame,6,4,4,3,8,
947375,66677,lari,,3,2019,33,,for_sale,flat,Apartments,Batumi,,,,Partially white frame,1,1,1,1,10,
1010541,2155,lari,month,3,2019,170,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Paliashvili st.,Newly renovated,4,3,2,3,6,new building
1010528,196662,lari,,3,2019,90,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kavsadze st.,W/o renovation,3,2,1,2,1,old building
1016223,160740,lari,,3,2019,81,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Chugureti,Axaltsikhe st.,Newly renovated,5,3,2,,1,
1010588,81386,lari,,3,2019,53,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Nutsubidze plateau,,White Frame,2,1,1,1,9,under construction
1016206,37716,lari,,3,2019,60,1000,for_sale,private_house,House,Tsilkani,,,,Old renovated,3,2,1,,,new building
1010591,121634,lari,,3,2019,70,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Nutsubidze plateau,,White Frame,3,2,1,2,7,under construction
1016149,60,lari,day,3,2019,,,for_lease_one,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,1,1,3,new building
1016118,997,lari,month,3,2019,130,,for_rent,commercial_estate,Retail real estate,Tbilisi,Vake-Saburtalo,Didi digomi,D. Tavdadebuli st.,Under renovation,3,,1,,,old building
1016167,36000,lari,,3,2019,12,,for_sale,commercial_estate,Office,Tbilisi,,,,Newly renovated,1,,1,,1,new building
1016107,121230,lari,,3,2019,80,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Sanzona,Guramishvili avenue,Old renovated,3,2,1,1,3,old building
1002551,215520,lari,,3,2019,88,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Politkovskaya  st.,Renovated,3,2,1,2,6,new building
1016082,118536,lari,,3,2019,39,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Sololaki,,W/o renovation,2,1,1,1,1,old building
1016074,45000,lari,,3,2019,50,,for_sale,flat,Apartments,Poti,,,,,2,1,1,,3,
1016060,15000,lari,,3,2019,,130,for_sale,land,Land,Tbilisi,,,,,,,,,,
1016056,105000,lari,,3,2019,76,,for_sale,flat,Apartments,Tbilisi,,,,,3,2,1,,2,
1016046,45000,lari,,3,2019,68,,for_sale,flat,Apartments,Poti,,,,,3,2,1,,2,
1016038,1080,lari,month,3,2019,160,,for_rent,commercial_estate,Office,Tbilisi,Didube-Chugureti,Chugureti,,Newly renovated,4,,1,,1,old building
1016026,33000,lari,,3,2019,42,,for_sale,flat,Apartments,Poti,,,,,2,1,1,,3,
1016023,10000,lari,,3,2019,28,,for_sale,commercial_estate,Garage,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Black Frame,,,,,,old building
1016013,95000,lari,,3,2019,63,,for_sale,flat,Apartments,Tbilisi,,,,,3,2,1,,5,
1016009,Contract price,,,3,2019,473,,for_sale,commercial_estate,Restaurant,Batumi,,,David the Builder st.,Renovated,8,,6,6,3,new building
1016004,50000,lari,,3,2019,144,602,for_sale,private_house,House,Poti,,,,,4,3,1,,,
1015991,126618,lari,,3,2019,77,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Tskaltubo st.,White Frame,3,2,1,1,3,new building
1016010,75000,lari,,3,2019,45,,for_sale,flat,Apartments,Batumi,,,,,2,1,1,,6,
1015986,360000,lari,,3,2019,,1488,for_sale,land,Land,Tbilisi,Vake-Saburtalo,Vake,,,,,,,,
947369,80820,lari,,3,2019,60,,for_sale,flat,Apartments,Batumi,,,,Partially white frame,3,2,2,1,15,
1015975,7315826,lari,,3,2019,,4526,for_sale,land,Land,Tbilisi,Vake-Saburtalo,Vake,N. Djvania st.,,,,,,,
1015964,228990,lari,,3,2019,63,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Budapeshti st.,Newly renovated,2,1,1,1,8,new building
1015971,210000,lari,,3,2019,63,,for_sale,commercial_estate,Retail real estate,,,,,Old renovated,,,,,,old building
1015982,130000,lari,,3,2019,78,,for_sale,flat,Apartments,Tbilisi,,,,White Frame,2,1,1,,2,
1015901,500,lari,month,3,2019,75,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Digomi,,Old renovated,2,1,1,1,4,old building
1015884,382548,lari,,3,2019,103,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,Newly renovated,3,2,2,1,6,new building
1015980,113148,lari,,3,2019,69,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Tskaltubo st.,White Frame,2,1,1,1,3,new building
1015866,242460,lari,,3,2019,82,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Tskneti st.,Newly renovated,2,1,1,1,4,
1015864,30000,lari,,3,2019,25,,for_sale,flat,Apartments,Poti,,,,,1,1,1,,4,
1015922,105000,lari,,3,2019,96,,for_sale,flat,Apartments,Batumi,,,,,3,2,1,,1,
1015853,80000,lari,,3,2019,50,,for_sale,flat,Apartments,Tbilisi,,,,,2,1,1,,2,
1015839,275000,lari,,3,2019,301,168,for_sale,private_house,House,Tbilisi,,,,Old renovated,5,3,1,,,old building
1015856,172416,lari,,3,2019,60,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,3,2,1,1,5,new building
1015815,65000,lari,,3,2019,24,,for_sale,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,,1,,1,,2,
975285,242460,lari,,3,2019,100,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Dolidze st.,Eurostandard,3,2,1,2,6,old building
1015791,30000,lari,,3,2019,80,,for_sale,flat,Apartments,Samtredia,,,,Old renovated,3,2,1,,1,
1015813,50000,lari,,3,2019,34,,for_sale,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Old renovated,1,,1,,2,old building
1015760,145000,lari,,3,2019,67,,for_sale,flat,Apartments,Batumi,,,,,2,2,1,,10,
1015758,1078,lari,month,3,2019,62,,for_rent,flat,Apartments,Batumi,,,Vakhtang Gorgasali st.,Eurostandard,3,2,1,2,14,new building
1015764,165000,lari,,3,2019,69,,for_sale,flat,Apartments,Batumi,,,,Renovated,3,2,1,,9,
1015757,323280,lari,,3,2019,120,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Old renovated,4,3,1,1,4,old building
1015743,110000,lari,,3,2019,40,,for_sale,flat,Apartments,Batumi,,,,Old renovated,2,1,1,,2,
1015737,120000,lari,,3,2019,45,,for_sale,flat,Apartments,Tbilisi,,,,W/o renovation,2,1,1,,5,
1015740,60000,lari,,3,2019,403,5460,for_sale,private_house,House,Sagarejo,,,,,1,4,1,,,
1015732,30000,lari,,3,2019,168,,for_sale,commercial_estate,Office,Kaspi,,,,W/o renovation,1,,1,,1,
1013190,674,lari,month,3,2019,42,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Nutsubidze st.,Old renovated,1,1,1,,4,old building
1015739,1000,lari,month,3,2019,115,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Saburtalo,Brolosani st.,Renovated,4,,1,1,1,old building
1015729,296340,lari,,3,2019,130,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,Khosharauli st.,Newly renovated,4,3,1,2,9,new building
1015731,150000,lari,,3,2019,74,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Nadzaladevi,,Old renovated,3,2,1,,10,
1015724,45000,lari,,3,2019,89,478,for_sale,private_house,House,Senaki,,,,W/o renovation,3,2,1,,,old building
1015720,45000,lari,,3,2019,45,,for_sale,flat,Apartments,Poti,,,,W/o renovation,2,1,1,,3,old building
1015719,60335,lari,,3,2019,263,5072,for_sale,private_house,House,Samtredia,,,,W/o renovation,5,3,1,,,old building
1015708,175000,lari,,3,2019,70,,for_sale,flat,Apartments,Tbilisi,Isani-Samgori,Isani,,Renovated,3,2,1,,11,new building
1015710,120000,lari,,3,2019,64,,for_sale,flat,Apartments,Batumi,,,,W/o renovation,1,1,1,,1,old building
1015712,113148,lari,,3,2019,130,,for_sale,flat,Apartments,Rustavi,,,,W/o renovation,7,5,1,2,4,old building
1015696,190000,lari,,3,2019,60,,for_sale,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Vake,,Black Frame,1,,1,,2,new building
1015721,150000,lari,,3,2019,73,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Old renovated,3,2,1,,2,old building
