pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
559883,4997,lari,,9,2020,,1500,for_sale,land,Land,Marneuli,,,,,,,,,,
638401,53104,lari,,9,2020,12000,12000,for_sale,summer_house,Summer Cottage,Rustavi,,,,Old renovated,1,1,1,1,,old building
682693,50,lari,month,9,2020,27,,for_rent,flat,Apartments,Bakuriani,,,,Newly renovated,1,1,1,1,2,new building
876787,464660,lari,,9,2020,135,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Chugureti,Tsinamdzgvrishvili st.,W/o renovation,5,3,1,,1,old building
401933,63061,lari,,9,2020,36,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Nutsubidze plateau,,W/o renovation,2,1,1,1,4,old building
1167553,362010,lari,,9,2020,160,350,for_sale,private_house,House,Tbilisi,Vake-Saburtalo,Digomi 8,,Newly renovated,4,3,2,2,,new building
1167534,204042,lari,,9,2020,62,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Vera,Barnovi st.,Renovated,3,2,1,,1,new building
1167524,13164,lari,,9,2020,,5000,for_sale,land,Land,Gurjaani,,,,,,,,,,
1167518,246825,lari,,9,2020,,3000,for_sale,land,Land,Mtskheta,,,,,,,,,,
1167499,658200,lari,,9,2020,110,860,for_sale,private_house,House,Mtskheta,,,,Under renovation,9,3,3,,,
1159520,50,lari,day,9,2020,,,for_lease_one,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,1,1,2,new building
1167427,113046,lari,,9,2020,,6870,for_sale,land,Land,Tianeti,,,,,,,,,,
1167344,16455,lari,year,9,2020,45,,for_lease,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Gldani,,Renovated,1,1,1,1,6,old building
1069458,80784,lari,,9,2020,45,,for_sale,flat,Apartments,Tbilisi,Isani-Samgori,Varketili,,Black Frame,2,1,1,1,3,under construction
925121,2448,lari,month,9,2020,71,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Kobuleti st.,Newly renovated,3,2,1,9,5,new building
1144375,1184400,lari,,9,2020,200,300,for_sale,private_house,House,Tbilisi,Isani-Samgori,Isani,Doesi st.,Newly renovated,7,4,3,5,,new building
332263,40,lari,day,9,2020,,,for_lease_one,private_house,House,Batumi,,,,Eurostandard,3,1,1,1,,new building
