pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
876859,303296,lari,,1,2019,207,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Chiatura st.,Black Frame,5,2,2,1,12,new building
430492,1000,lari,month,1,2019,110,2500,for_rent,summer_house,Summer Cottage,Grigoleti,,,,Newly renovated,5,2,2,1,,new building
253104,Contract price,,,1,2019,105,2500,for_sale,summer_house,Summer Cottage,Grigoleti,,,,Newly renovated,5,3,1,1,,new building
715956,95904,lari,,1,2019,80,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Vashlijvari,Godziashvili st.,Old renovated,3,2,1,2,2,old building
647784,90,lari,day,1,2019,,,for_lease_one,flat,Apartments,Bakuriani,,,,Newly renovated,1,1,1,1,3,new building
823748,150,lari,month,1,2019,40,40,for_rent,private_house,House,Kutaisi,,,,Old renovated,1,1,1,1,,old building
845281,1114,lari,month,1,2019,100,,for_rent,commercial_estate,Office,Kutaisi,,,,Renovated,5,,1,1,1,old building
825876,400000,lari,,1,2019,250,,for_sale,commercial_estate,Office,Kutaisi,,,,Renovated,7,,3,2,1,old building
884228,127872,lari,,1,2019,63,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Nadzaladevi,Manjgaladze st.,Newly renovated,2,1,1,2,9,new building
915735,852,lari,month,1,2019,80,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Mtatsminda,Rustaveli ave.,Old renovated,3,2,1,,4,old building
939333,1066,lari,month,1,2019,50,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,G. Gabashvili st.,Newly renovated,2,1,1,1,2,old building
939335,1066,lari,month,1,2019,55,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Vake,Mosashvili st.,Newly renovated,2,1,1,1,6,new building
939088,666,lari,month,1,2019,33,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Newly renovated,2,1,1,1,5,old building
939097,666,lari,month,1,2019,35,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Politkovskaya  st.,Newly renovated,2,1,1,1,4,new building
939125,852,lari,month,1,2019,50,,for_rent,flat,Apartments,Tbilisi,Didube-Chugureti,Chugureti,Agmashenebeli ave.,Newly renovated,2,1,1,1,2,old building
939129,879,lari,month,1,2019,88,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Tavadze st.,Newly renovated,2,1,1,1,7,old building
939130,932,lari,month,1,2019,68,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Berbuki st.,Newly renovated,2,1,1,1,2,old building
939149,1332,lari,month,1,2019,60,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Gagarini st.,Newly renovated,2,1,1,1,5,new building
